age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
78,admin.,married,secondary,no,-1991,no,no,unknown,12,aug,3304,44,128,8,failure,no
75,student,married,secondary,no,13987,yes,yes,unknown,1,dec,3986,44,254,10,unknown,no
71,unemployed,married,secondary,no,10445,yes,yes,cellular,27,jan,75,6,192,0,unknown,no
51,unemployed,single,secondary,no,13203,yes,yes,cellular,24,jul,264,45,93,11,unknown,no
24,retired,single,primary,no,9023,no,no,unknown,2,apr,2502,9,95,4,unknown,yes
52,unemployed,married,secondary,no,3321,no,no,telephone,12,feb,1819,9,176,12,unknown,no
32,unemployed,married,secondary,no,18600,yes,no,cellular,13,feb,717,21,46,23,failure,no
82,services,single,tertiary,no,8378,no,no,cellular,27,nov,2782,3,126,14,unknown,no
42,self-employed,married,tertiary,yes,14079,no,yes,cellular,20,dec,3455,13,265,12,unknown,no
76,unemployed,married,secondary,no,5506,no,yes,cellular,15,sep,3635,38,299,22,unknown,no
23,admin.,married,secondary,no,8219,yes,no,cellular,16,jun,850,18,239,25,unknown,no
69,student,married,secondary,no,-544,yes,no,cellular,19,nov,3577,46,299,1,unknown,no
38,technician,single,secondary,no,-1957,yes,no,cellular,5,apr,1390,31,224,23,success,no
88,services,married,tertiary,no,5326,yes,no,unknown,2,feb,143,29,364,8,unknown,no
49,services,single,secondary,no,8086,no,no,cellular,6,jul,884,2,3,25,unknown,no
70,self-employed,single,tertiary,no,5776,yes,no,cellular,8,sep,3140,31,63,29,unknown,no
76,retired,divorced,secondary,no,18954,no,no,cellular,21,feb,3170,38,309,23,unknown,no
86,self-employed,married,tertiary,no,16955,yes,no,telephone,7,apr,395,7,235,27,unknown,no
79,student,married,tertiary,no,12892,yes,no,cellular,21,jan,3096,40,370,21,unknown,no
21,student,married,tertiary,no,6200,yes,no,cellular,13,jan,2995,10,252,24,unknown,no
35,blue-collar,married,secondary,no,3632,yes,no,telephone,6,mar,2938,13,168,7,unknown,yes
73,technician,single,tertiary,no,11700,yes,no,cellular,9,jan,1492,1,29,3,unknown,no
41,student,divorced,secondary,no,-138,no,no,cellular,12,apr,3555,37,70,28,unknown,no
83,management,single,tertiary,no,15617,no,no,unknown,27,jun,3636,25,229,14,unknown,no
30,housemaid,married,secondary,no,17509,yes,no,cellular,30,may,3222,30,349,27,unknown,no
79,management,married,secondary,no,2711,no,no,cellular,10,sep,1167,2,135,21,unknown,no
71,retired,married,tertiary,no,457,yes,yes,cellular,11,dec,2616,36,84,4,unknown,no
32,retired,single,tertiary,no,9196,yes,no,cellular,1,nov,1062,24,364,9,unknown,no
86,unemployed,married,tertiary,no,10839,yes,no,unknown,10,feb,2156,12,326,8,unknown,no
20,self-employed,married,secondary,no,4699,yes,no,unknown,25,feb,3764,5,196,26,unknown,no
54,blue-collar,married,tertiary,no,11167,yes,no,telephone,16,dec,1065,15,159,3,unknown,yes
54,unemployed,divorced,tertiary,no,6459,no,no,unknown,19,mar,1209,42,207,0,unknown,no
20,entrepreneur,single,secondary,no,5157,no,no,cellular,10,apr,2982,49,39,29,unknown,no
80,blue-collar,divorced,tertiary,no,10053,no,no,cellular,15,sep,2445,46,189,10,failure,yes
52,retired,single,secondary,no,714,no,no,cellular,14,nov,3294,7,217,24,unknown,no
69,retired,married,primary,no,18930,no,no,cellular,3,jun,633,2,154,10,unknown,no
45,services,married,secondary,no,5364,yes,yes,cellular,4,sep,1156,3,122,8,unknown,yes
35,entrepreneur,married,primary,no,13256,yes,no,unknown,8,may,3234,4,219,22,unknown,yes
53,unemployed,married,tertiary,no,9998,no,no,cellular,1,sep,1238,48,288,4,unknown,no
50,retired,single,secondary,no,7583,no,no,cellular,20,sep,732,16,321,26,failure,no
81,entrepreneur,married,primary,no,7274,yes,no,unknown,15,jan,234,27,104,22,failure,no
43,technician,married,secondary,no,10271,yes,no,cellular,7,sep,3914,22,78,24,unknown,no
65,housemaid,married,secondary,no,835,yes,no,unknown,12,jul,2705,3,198,18,failure,no
57,self-employed,married,secondary,no,6013,yes,no,cellular,3,nov,750,49,211,20,other,no
34,retired,single,primary,no,11239,no,yes,cellular,23,aug,2635,17,12,2,failure,no
57,technician,married,secondary,no,2205,yes,no,unknown,27,mar,3080,22,351,7,failure,no
24,blue-collar,married,tertiary,no,11853,yes,yes,unknown,5,jan,3145,7,284,15,unknown,no
74,self-employed,married,tertiary,no,154,yes,no,cellular,29,apr,953,30,323,26,unknown,no
25,entrepreneur,married,primary,no,19492,no,no,cellular,26,jan,2539,8,137,16,unknown,no
73,self-employed,married,secondary,no,8536,yes,no,cellular,27,jan,2960,19,355,3,unknown,no
48,management,married,secondary,no,1923,no,no,cellular,25,apr,3324,7,75,22,other,no
76,services,divorced,secondary,no,8046,yes,no,telephone,8,aug,3301,1,185,14,unknown,yes
75,entrepreneur,married,tertiary,no,5262,yes,no,cellular,11,dec,1542,16,213,12,unknown,no
29,technician,married,secondary,no,1868,yes,no,cellular,19,jan,1197,40,383,29,unknown,yes
65,retired,single,secondary,no,1790,yes,yes,unknown,30,oct,1676,31,354,8,failure,no
48,entrepreneur,married,secondary,no,9224,yes,no,unknown,12,oct,1191,39,185,9,other,no
80,admin.,married,tertiary,no,16391,yes,no,cellular,20,dec,2217,27,359,26,unknown,yes
91,management,divorced,secondary,no,-727,no,no,cellular,7,sep,1416,10,208,1,unknown,no
56,technician,single,secondary,no,9159,yes,no,cellular,29,jun,2993,34,69,29,unknown,no
93,blue-collar,single,secondary,no,10434,no,no,unknown,14,may,2842,47,44,24,unknown,no
37,admin.,married,secondary,no,11328,yes,yes,cellular,2,sep,2681,14,177,29,unknown,no
65,entrepreneur,married,tertiary,no,12703,yes,yes,cellular,26,sep,1217,2,175,5,unknown,no
88,services,married,primary,no,7404,yes,no,cellular,27,sep,1540,39,269,22,unknown,no
71,admin.,married,tertiary,no,5811,no,no,cellular,22,dec,2076,22,352,19,unknown,no
92,self-employed,divorced,secondary,no,8487,yes,no,cellular,25,mar,3236,26,171,4,unknown,yes
88,entrepreneur,married,primary,no,8389,yes,no,cellular,12,dec,1445,44,243,16,unknown,no
46,technician,married,secondary,no,264,yes,no,telephone,9,dec,2386,5,155,3,unknown,no
91,entrepreneur,divorced,secondary,no,13365,no,no,cellular,22,aug,3719,38,188,7,unknown,no
90,services,single,secondary,no,13196,no,no,unknown,12,oct,1519,16,198,21,unknown,no
65,housemaid,divorced,secondary,no,15994,yes,no,cellular,6,apr,1388,12,74,22,unknown,no
91,self-employed,single,primary,no,7610,no,no,cellular,6,apr,1856,41,32,0,unknown,no
73,retired,married,tertiary,no,16170,yes,yes,cellular,27,dec,1365,44,194,22,unknown,no
34,entrepreneur,single,tertiary,no,18783,yes,no,cellular,26,jul,499,42,396,21,failure,no
26,services,married,tertiary,no,11869,no,no,cellular,22,aug,1680,17,92,3,unknown,no
51,admin.,married,secondary,no,17866,no,no,cellular,19,apr,510,25,133,17,unknown,no
62,admin.,single,secondary,no,8069,no,no,cellular,20,nov,3398,24,191,27,unknown,no
26,student,single,secondary,no,9099,yes,no,cellular,6,oct,216,11,105,12,failure,no
24,technician,single,secondary,no,14186,yes,no,telephone,26,jun,1324,18,230,17,unknown,yes
33,self-employed,divorced,tertiary,no,6571,no,no,unknown,17,jan,1155,36,298,22,unknown,no
36,admin.,single,tertiary,no,9492,yes,no,cellular,17,feb,1827,3,27,2,other,yes
23,student,married,tertiary,no,15077,no,no,telephone,29,dec,3141,19,313,17,unknown,no
28,retired,single,secondary,no,12480,no,no,unknown,23,may,3323,6,14,9,unknown,no
93,housemaid,single,tertiary,no,8582,no,no,unknown,17,apr,3486,23,151,18,unknown,no
78,housemaid,divorced,tertiary,no,16139,yes,no,cellular,21,mar,1810,40,362,25,unknown,no
59,technician,married,secondary,no,5033,yes,no,cellular,10,nov,2492,7,369,1,unknown,no
30,entrepreneur,married,secondary,no,-1153,yes,no,cellular,11,jun,2923,47,89,13,unknown,no
29,student,single,secondary,no,9163,no,no,cellular,8,oct,1205,44,189,26,success,no
91,admin.,married,secondary,no,18445,yes,no,cellular,22,jun,2214,47,192,29,success,no
37,services,married,tertiary,no,15579,yes,no,cellular,14,nov,90,9,25,18,unknown,yes
67,blue-collar,married,secondary,no,7704,no,yes,cellular,31,oct,713,2,109,4,unknown,no
53,housemaid,married,secondary,no,10094,yes,no,cellular,19,aug,1881,47,350,25,unknown,no
86,unemployed,single,secondary,no,19862,yes,no,telephone,30,feb,3602,45,128,15,other,yes
54,technician,married,secondary,no,4332,no,no,cellular,18,jul,38,48,81,25,other,no
29,entrepreneur,single,secondary,no,3648,no,no,cellular,30,jul,3197,47,208,9,unknown,no
57,management,married,tertiary,no,17704,yes,no,unknown,15,feb,3522,11,45,4,unknown,no
71,technician,married,secondary,no,16841,no,no,cellular,30,jun,172,3,-1,13,unknown,no
19,services,married,tertiary,no,1450,yes,yes,unknown,18,may,652,42,50,6,unknown,no
67,blue-collar,single,tertiary,no,6418,no,no,telephone,20,feb,753,49,163,9,unknown,no
58,unemployed,married,primary,no,13950,yes,no,cellular,25,sep,1243,30,324,10,unknown,no
62,housemaid,single,tertiary,no,-193,yes,yes,cellular,25,aug,3709,8,324,18,unknown,no
26,self-employed,single,secondary,no,10500,yes,no,cellular,17,jul,1081,37,383,10,unknown,no
79,unemployed,single,secondary,no,13705,yes,yes,unknown,5,jun,1683,21,321,2,unknown,no
64,student,single,secondary,no,-1582,yes,no,unknown,25,may,2523,8,98,6,success,no
22,housemaid,married,secondary,no,14122,no,yes,cellular,30,sep,455,47,285,13,unknown,no
93,management,married,primary,no,1155,no,no,cellular,30,may,828,11,391,5,unknown,no
18,management,married,tertiary,no,7110,no,no,cellular,4,jun,894,41,257,21,unknown,no
61,housemaid,married,secondary,no,18202,yes,no,cellular,11,mar,1384,34,99,19,unknown,no
39,self-employed,single,primary,no,10463,no,no,unknown,16,sep,1958,39,358,26,unknown,yes
55,technician,single,tertiary,no,631,no,no,unknown,7,nov,3072,16,24,12,unknown,no
36,self-employed,married,tertiary,no,18058,yes,no,cellular,27,aug,2434,7,146,13,unknown,no
48,admin.,married,secondary,no,2630,yes,no,cellular,16,sep,1996,4,242,29,unknown,no
84,housemaid,divorced,primary,no,4868,yes,yes,cellular,6,jan,2395,32,70,19,unknown,no
59,housemaid,married,secondary,no,3513,yes,no,cellular,29,jan,189,37,359,29,unknown,no
43,self-employed,single,primary,no,-171,no,yes,unknown,20,feb,504,46,13,14,unknown,no
30,student,married,secondary,no,7855,yes,no,unknown,10,apr,1214,22,387,17,unknown,no
75,retired,married,tertiary,no,13930,yes,no,cellular,30,oct,1531,7,288,10,unknown,no
35,retired,divorced,primary,no,10611,no,yes,cellular,11,may,3440,13,292,21,failure,yes
84,services,married,secondary,no,1812,yes,no,unknown,15,jul,3480,18,362,9,unknown,no
20,retired,single,tertiary,no,15270,yes,yes,telephone,12,apr,823,42,285,10,unknown,no
72,management,divorced,primary,no,9531,yes,no,cellular,23,jan,928,34,205,18,unknown,no
75,admin.,single,primary,no,11236,yes,no,cellular,16,aug,933,13,375,21,unknown,no
80,housemaid,single,secondary,no,17181,yes,no,cellular,23,nov,1140,34,268,14,unknown,no
69,unemployed,married,tertiary,no,2147,no,yes,cellular,18,mar,133,29,337,27,failure,no
41,management,single,tertiary,no,16515,yes,no,cellular,7,sep,2105,47,293,2,unknown,no
89,services,single,tertiary,no,759,yes,no,cellular,29,feb,3627,5,72,2,success,no
26,blue-collar,divorced,secondary,no,8970,yes,yes,telephone,14,nov,684,31,86,0,unknown,no
54,admin.,single,tertiary,no,876,yes,no,telephone,9,jan,2719,11,350,14,unknown,no
70,retired,single,primary,no,10712,no,no,cellular,22,oct,2220,38,321,12,unknown,no
41,entrepreneur,married,secondary,no,11332,yes,no,cellular,28,aug,1852,47,165,14,unknown,yes
38,technician,single,secondary,no,7903,no,no,telephone,6,mar,814,4,296,20,unknown,no
57,unemployed,single,secondary,yes,14439,yes,no,cellular,11,jan,1172,7,230,17,unknown,no
79,housemaid,single,secondary,no,1362,no,no,unknown,13,nov,79,23,388,25,success,no
87,blue-collar,married,secondary,no,9051,no,no,cellular,22,mar,2933,31,191,27,unknown,no
86,technician,divorced,secondary,no,17440,yes,no,cellular,28,aug,3284,17,55,17,unknown,no
31,self-employed,married,secondary,no,19134,no,no,cellular,29,nov,202,10,214,8,unknown,no
59,self-employed,married,tertiary,no,7198,yes,yes,unknown,18,apr,2811,22,304,17,unknown,no
67,admin.,single,tertiary,no,3003,no,no,cellular,12,oct,1252,30,186,10,unknown,no
78,admin.,single,secondary,no,13732,yes,yes,unknown,6,nov,1699,29,95,17,unknown,no
21,admin.,married,secondary,no,5905,yes,no,telephone,22,jul,1250,17,244,5,unknown,no
89,management,single,secondary,yes,18487,yes,yes,unknown,9,aug,1682,43,166,25,unknown,no
92,management,married,primary,no,-219,no,no,unknown,18,jul,1555,21,310,26,failure,no
34,self-employed,married,tertiary,no,11412,no,yes,cellular,25,jan,3512,22,258,16,failure,no
74,admin.,married,primary,no,15373,yes,no,cellular,21,apr,3473,48,135,23,unknown,no
65,unemployed,divorced,secondary,no,9356,no,no,cellular,15,oct,2094,39,206,28,unknown,no
61,services,married,primary,no,19583,no,no,cellular,9,sep,1256,40,248,16,failure,no
62,student,married,tertiary,no,17753,no,no,cellular,10,jul,3376,48,253,8,failure,yes
50,admin.,single,primary,no,-1623,yes,no,unknown,26,dec,1549,48,328,19,unknown,no
48,housemaid,married,tertiary,no,16761,yes,yes,unknown,2,jan,1166,22,15,27,unknown,no
64,unemployed,single,primary,no,4045,yes,yes,telephone,14,aug,3486,27,281,2,unknown,no
23,housemaid,single,tertiary,no,11610,yes,no,cellular,21,apr,3584,23,159,22,unknown,no
89,entrepreneur,single,tertiary,no,14665,yes,no,unknown,11,dec,1396,4,337,23,other,no
88,self-employed,married,secondary,no,10926,yes,yes,telephone,13,jul,3637,26,263,11,unknown,no
51,admin.,married,tertiary,no,17303,no,no,cellular,2,jun,3957,39,358,29,failure,no
70,retired,single,tertiary,no,13034,no,no,cellular,21,jul,3330,17,372,20,unknown,no
31,technician,married,tertiary,no,10356,no,no,cellular,7,oct,2703,3,59,2,other,no
33,admin.,married,tertiary,no,4984,no,no,cellular,28,oct,470,17,267,29,unknown,no
60,services,married,secondary,no,1594,no,yes,cellular,15,jan,3018,43,186,3,failure,no
90,entrepreneur,married,secondary,no,16222,yes,no,telephone,7,dec,1035,40,186,9,unknown,no
91,admin.,divorced,tertiary,no,12358,no,no,cellular,12,jun,1353,19,376,21,unknown,no
29,student,single,secondary,no,10624,yes,no,unknown,27,dec,2783,39,43,27,unknown,no
87,technician,married,tertiary,no,4570,yes,no,unknown,7,mar,2831,18,165,4,other,no
36,technician,married,secondary,no,19114,yes,no,cellular,5,oct,967,28,152,19,unknown,no
58,management,divorced,secondary,no,120,yes,no,cellular,15,apr,357,15,151,2,failure,no
70,services,married,secondary,no,9985,no,no,cellular,7,jan,3019,26,96,21,success,yes
46,services,single,tertiary,no,870,no,no,cellular,22,oct,3479,35,188,6,unknown,yes
87,unemployed,married,secondary,no,-1215,yes,yes,cellular,23,aug,667,16,136,1,unknown,no
76,retired,single,primary,no,-1063,yes,no,cellular,21,feb,372,15,216,5,unknown,no
81,services,single,tertiary,no,7881,yes,no,unknown,28,mar,1031,5,339,18,unknown,no
41,student,married,tertiary,no,7448,no,no,cellular,2,jul,1145,46,303,9,unknown,yes
33,entrepreneur,married,secondary,no,1112,yes,yes,cellular,25,feb,1371,24,208,7,unknown,no
69,retired,married,secondary,no,14297,no,no,cellular,2,dec,2723,2,51,15,unknown,yes
23,management,divorced,secondary,no,5437,yes,no,unknown,19,apr,89,36,197,29,unknown,no
54,services,married,tertiary,no,2534,no,no,cellular,9,dec,3719,45,35,1,unknown,no
21,management,single,primary,no,7529,yes,no,telephone,2,jul,2745,48,104,15,unknown,no
55,technician,married,secondary,no,4171,yes,no,cellular,29,dec,3387,31,359,20,other,no
58,admin.,divorced,secondary,no,6461,yes,no,unknown,14,mar,3249,30,11,13,unknown,no
31,services,single,secondary,no,15874,no,no,telephone,15,feb,539,12,390,23,success,yes
88,student,married,secondary,yes,4041,yes,yes,cellular,24,aug,2779,37,167,24,unknown,yes
68,technician,married,secondary,no,19153,no,no,unknown,29,feb,868,21,213,12,unknown,no
82,admin.,married,tertiary,no,4389,yes,no,telephone,12,oct,40,12,41,22,unknown,no
69,admin.,single,secondary,no,4641,no,no,telephone,29,jul,739,40,348,8,unknown,no
47,technician,married,secondary,no,7633,yes,yes,cellular,29,nov,3775,37,341,29,unknown,no
74,housemaid,married,secondary,no,19726,yes,no,cellular,19,mar,1946,35,66,8,unknown,no
47,retired,divorced,tertiary,no,14743,yes,no,cellular,15,apr,2549,22,168,7,unknown,yes
59,housemaid,married,tertiary,no,2677,no,no,unknown,6,jun,3006,45,151,6,unknown,no
28,self-employed,single,primary,no,3139,yes,no,cellular,25,nov,3216,36,196,15,unknown,no
44,student,married,primary,no,16604,yes,no,unknown,10,mar,1224,8,12,5,unknown,no
41,blue-collar,married,secondary,no,18513,yes,no,cellular,10,jan,928,27,228,28,unknown,no
56,admin.,married,tertiary,no,9157,no,no,cellular,3,dec,2036,27,373,27,unknown,no
89,unemployed,single,secondary,no,10832,yes,no,telephone,9,aug,3795,36,161,28,unknown,no
35,retired,married,secondary,no,13109,no,no,cellular,23,apr,2508,7,102,10,unknown,no
94,admin.,divorced,tertiary,no,11255,yes,no,cellular,5,jan,2779,3,130,18,unknown,no
62,entrepreneur,married,secondary,no,1692,yes,no,unknown,24,feb,2799,4,95,7,failure,no
29,unemployed,married,secondary,no,19014,yes,yes,cellular,22,jun,924,24,215,18,unknown,no
66,student,divorced,primary,no,6205,yes,no,cellular,7,jan,2956,8,200,14,unknown,no
48,self-employed,married,secondary,no,3425,yes,no,unknown,19,sep,1581,45,130,10,unknown,no
39,self-employed,married,secondary,no,1900,yes,yes,cellular,29,jul,3618,13,201,8,unknown,yes
61,entrepreneur,married,secondary,no,9811,yes,no,cellular,10,aug,3324,9,290,15,unknown,yes
81,technician,single,tertiary,no,6462,no,no,unknown,11,aug,389,20,275,24,unknown,no
94,retired,single,primary,no,3613,yes,no,unknown,6,jun,1617,20,360,12,unknown,no
42,management,married,secondary,no,14906,yes,no,telephone,27,aug,2930,5,331,9,unknown,no
68,retired,married,secondary,no,817,no,no,unknown,19,jul,255,46,47,9,unknown,no
24,unemployed,single,secondary,no,2950,yes,no,cellular,7,jan,708,5,42,29,unknown,no
23,housemaid,divorced,tertiary,no,839,yes,yes,cellular,16,mar,1838,35,80,24,unknown,no
41,management,married,tertiary,no,12333,no,no,telephone,26,sep,1944,1,67,19,unknown,no
36,self-employed,single,tertiary,no,5491,yes,no,telephone,22,aug,2497,42,233,8,unknown,no
26,self-employed,married,secondary,no,6014,yes,no,cellular,26,may,9,15,240,27,unknown,no
53,technician,married,primary,no,5691,yes,no,telephone,12,jan,2871,17,198,1,unknown,no
57,blue-collar,married,primary,no,-1558,yes,no,unknown,24,feb,797,12,182,0,unknown,no
41,retired,married,secondary,no,14020,no,yes,cellular,24,oct,3313,46,209,7,failure,no
65,technician,married,secondary,no,7413,yes,no,unknown,22,oct,3322,36,153,15,unknown,no
80,unemployed,divorced,tertiary,no,13809,no,no,telephone,18,sep,876,43,158,21,unknown,no
86,management,married,secondary,no,9641,no,no,cellular,14,dec,1028,15,181,28,unknown,no
70,entrepreneur,married,tertiary,no,8632,no,no,cellular,26,oct,3190,14,183,10,unknown,no
71,admin.,married,secondary,no,12379,no,no,telephone,29,aug,1015,27,55,25,unknown,no
59,housemaid,single,secondary,no,10695,yes,yes,cellular,16,sep,1824,22,126,8,unknown,no
62,unemployed,divorced,secondary,no,-1106,yes,yes,unknown,26,feb,373,9,52,24,unknown,no
31,admin.,married,secondary,no,10094,no,no,unknown,6,mar,3136,47,199,18,failure,no
46,retired,married,tertiary,no,253,yes,no,cellular,1,mar,2193,21,33,17,unknown,no
23,entrepreneur,married,primary,no,10,yes,no,unknown,13,jan,223,3,45,28,unknown,no
24,self-employed,married,tertiary,no,11674,yes,yes,telephone,6,feb,1262,31,207,6,failure,no
54,technician,married,secondary,no,19377,yes,no,cellular,6,oct,2224,13,339,20,other,no
70,management,married,tertiary,no,19019,no,no,cellular,6,may,1802,2,329,28,failure,no
35,technician,single,tertiary,no,4997,no,no,cellular,12,jul,852,47,49,9,unknown,no
55,management,married,secondary,no,8752,no,yes,cellular,9,jun,3353,14,196,5,unknown,no
76,blue-collar,married,secondary,no,9038,yes,no,unknown,20,feb,62,7,10,20,unknown,no
18,blue-collar,married,primary,no,7237,yes,no,unknown,27,aug,1240,29,370,3,unknown,yes
85,technician,single,secondary,no,2833,yes,no,telephone,7,apr,3925,4,230,0,unknown,no
61,student,married,primary,no,13034,yes,no,unknown,27,nov,2874,4,85,3,unknown,yes
64,management,married,secondary,no,934,yes,no,cellular,3,feb,2842,24,330,25,failure,no
52,management,single,primary,no,10571,yes,no,cellular,24,apr,688,42,145,28,unknown,no
77,admin.,married,tertiary,no,-1629,yes,no,unknown,15,aug,1484,21,158,28,failure,no
69,technician,married,secondary,no,13386,no,no,cellular,2,jan,1633,45,317,28,unknown,yes
25,services,married,tertiary,no,4998,yes,yes,cellular,31,nov,2152,28,22,2,unknown,no
58,student,divorced,primary,no,12464,yes,no,unknown,18,sep,3170,38,359,2,unknown,yes
20,retired,married,secondary,no,15787,no,no,cellular,21,aug,510,8,180,13,unknown,no
86,student,divorced,secondary,no,18986,yes,yes,unknown,1,aug,384,42,61,4,unknown,no
31,self-employed,married,secondary,no,18330,yes,no,cellular,31,oct,404,17,73,0,unknown,no
43,blue-collar,married,tertiary,no,14257,no,no,cellular,1,sep,2870,9,16,10,success,no
87,services,single,tertiary,no,11406,no,yes,telephone,30,jul,517,46,381,5,unknown,no
75,blue-collar,married,secondary,no,19057,no,no,cellular,11,nov,475,20,296,1,unknown,no
57,entrepreneur,married,tertiary,no,8712,yes,no,unknown,3,sep,2000,5,254,12,unknown,no
68,blue-collar,married,tertiary,no,15391,no,no,cellular,22,jan,2756,35,364,0,unknown,yes
22,unemployed,single,tertiary,no,-1333,yes,no,cellular,10,jan,3934,41,263,26,unknown,no
94,blue-collar,married,secondary,no,14325,no,no,unknown,12,dec,1668,29,304,7,unknown,yes
49,admin.,married,tertiary,no,-554,no,yes,cellular,6,apr,1893,12,367,9,unknown,no
18,services,married,tertiary,no,13890,no,no,unknown,24,feb,2818,32,184,14,unknown,no
94,entrepreneur,married,primary,no,18350,no,no,unknown,7,aug,1460,31,180,2,unknown,no
71,management,married,secondary,no,2368,no,no,cellular,17,jan,3094,31,217,29,unknown,no
28,management,married,secondary,no,3317,yes,no,telephone,17,apr,3044,1,105,5,unknown,yes
70,entrepreneur,married,secondary,no,1029,yes,no,telephone,4,nov,3636,43,54,1,unknown,yes
25,housemaid,single,tertiary,no,6232,no,no,unknown,1,nov,2724,5,136,20,unknown,no
42,student,married,tertiary,no,11025,yes,yes,cellular,1,sep,713,36,287,24,unknown,no
57,technician,married,tertiary,no,19188,no,yes,unknown,31,feb,3529,12,342,22,unknown,no
49,housemaid,single,secondary,no,15161,no,no,cellular,26,jun,82,16,351,19,failure,no
45,services,divorced,primary,no,7027,no,no,cellular,17,apr,1168,16,56,2,unknown,no
20,blue-collar,single,secondary,no,2489,yes,yes,cellular,11,dec,3156,21,99,8,success,no
79,management,married,tertiary,no,11115,yes,no,cellular,3,apr,3149,33,4,19,success,no
44,admin.,single,primary,no,4270,no,no,unknown,29,jun,2504,26,374,4,unknown,no
62,housemaid,divorced,secondary,no,12231,yes,no,cellular,10,oct,1901,3,111,5,unknown,no
42,student,married,secondary,no,7028,no,no,unknown,2,apr,2048,23,94,9,unknown,no
78,blue-collar,married,primary,no,6716,no,no,cellular,16,sep,50,25,318,20,unknown,no
61,self-employed,married,secondary,no,7443,yes,no,cellular,16,dec,684,20,222,8,unknown,yes
63,technician,divorced,primary,no,5688,no,no,unknown,27,dec,716,47,185,0,unknown,no
31,entrepreneur,married,tertiary,no,2241,yes,no,cellular,26,aug,3843,49,370,26,unknown,no
25,blue-collar,married,secondary,no,6926,yes,no,telephone,8,aug,1469,36,136,15,failure,no
65,technician,married,tertiary,no,12211,yes,no,cellular,7,may,448,35,224,5,unknown,no
31,technician,single,primary,no,14552,no,no,cellular,10,jun,880,43,250,15,unknown,no
82,management,married,tertiary,no,11849,no,no,cellular,29,jan,487,33,354,19,unknown,no
24,management,single,secondary,no,7340,yes,yes,unknown,24,jan,1823,5,25,19,unknown,no
66,services,single,tertiary,no,6491,yes,no,cellular,4,sep,2081,4,190,2,unknown,no
72,self-employed,married,tertiary,no,9513,yes,yes,unknown,30,dec,3419,8,193,13,failure,no
30,entrepreneur,married,secondary,no,3033,yes,no,cellular,9,apr,2142,11,289,20,unknown,no
90,technician,married,tertiary,no,-1479,yes,no,cellular,5,mar,3143,43,336,7,unknown,no
73,services,divorced,secondary,no,11256,no,no,unknown,7,may,1574,27,5,19,unknown,no
73,unemployed,single,tertiary,no,9776,no,yes,cellular,4,sep,2201,10,317,22,failure,no
32,housemaid,divorced,secondary,no,10793,yes,no,unknown,1,sep,249,45,350,13,unknown,yes
74,retired,married,tertiary,no,6844,no,no,unknown,27,mar,673,20,219,23,unknown,no
75,technician,married,tertiary,no,1301,no,no,cellular,12,dec,437,32,212,14,unknown,no
52,services,married,secondary,no,18543,no,no,cellular,16,jul,2165,48,74,20,unknown,no
33,self-employed,married,secondary,no,16663,yes,no,cellular,16,mar,770,27,309,9,unknown,no
25,management,single,tertiary,no,7814,no,no,cellular,8,mar,3962,49,163,16,unknown,no
62,technician,married,tertiary,no,-319,no,no,cellular,25,apr,3377,18,230,7,unknown,no
57,technician,married,tertiary,no,11116,no,no,unknown,13,feb,267,26,239,25,unknown,no
71,blue-collar,married,secondary,no,-1909,no,no,cellular,9,jun,1984,35,90,18,success,yes
31,self-employed,married,secondary,no,1706,yes,no,cellular,10,may,1077,28,339,3,unknown,no
76,entrepreneur,married,secondary,no,14147,no,no,telephone,30,oct,235,1,112,9,unknown,no
70,management,married,secondary,no,-1040,yes,no,cellular,8,oct,388,34,339,22,unknown,yes
44,technician,single,secondary,no,18543,yes,no,cellular,1,feb,3037,26,129,24,unknown,no
64,housemaid,married,secondary,no,-1157,yes,no,cellular,3,dec,3805,6,100,3,failure,no
23,management,single,secondary,no,14602,yes,no,cellular,5,oct,762,49,26,28,unknown,no
72,housemaid,married,secondary,no,6895,yes,no,cellular,7,feb,1848,46,17,19,unknown,no
61,retired,single,primary,no,-1754,yes,no,cellular,28,feb,2448,25,204,21,unknown,no
35,student,married,tertiary,no,11251,yes,no,telephone,16,apr,623,17,209,24,unknown,no
33,student,divorced,secondary,no,10229,yes,no,cellular,8,mar,2814,26,379,3,unknown,no
29,entrepreneur,single,secondary,no,3109,yes,no,unknown,1,sep,3374,21,10,9,unknown,no
37,retired,married,secondary,no,10151,no,no,cellular,21,may,2966,32,3,23,unknown,no
62,technician,married,primary,no,11397,yes,no,cellular,3,dec,3278,25,102,2,other,no
81,blue-collar,married,tertiary,no,4325,no,no,cellular,23,jan,1252,32,204,17,unknown,no
76,entrepreneur,single,secondary,no,8050,yes,no,cellular,6,feb,2900,41,82,13,unknown,no
39,student,married,tertiary,no,-88,no,no,cellular,12,jul,3981,19,42,19,failure,no
64,blue-collar,married,secondary,no,2221,no,no,cellular,15,aug,577,2,251,13,unknown,no
46,services,married,tertiary,no,5374,yes,yes,cellular,17,jun,2122,35,38,28,unknown,no
62,unemployed,single,secondary,no,-1734,yes,no,unknown,27,jul,434,16,314,19,unknown,no
94,self-employed,single,secondary,no,12689,no,no,unknown,18,feb,2150,16,152,22,unknown,no
